name,url,source_kind,coverage_notes,mission_area_fit,domain_fit,credibility,status,last_checked,search_notes,recurring_feed_available,recurring_feed_notes
DND Maple Leaf,https://www.canada.ca/maple-leaf,government_program,Official National Defence Maple Leaf publication with CAF Defence Team operations technology and regional stories,All Mission Areas,All Domains,high,active,2026-05-02,Search Defence Team News and force-specific categories for public capability trials procurement context and operational updates,unknown,Publication index inspected; recurring feed not confirmed
Royal Canadian Navy News,https://www.canada.ca/en/navy/corporate/navy-news.html,government_program,Official RCN news hub with Maple Leaf links Our Navy Today newsletter Trident Lookout and other naval publications,Arctic Domain Awareness|Underwater ISR|Northern Logistics And Sustainment Readiness,Maritime Systems|ISR & Sensing|Communications & Infrastructure,high,active,2026-05-02,Use as official entry point for RCN publications new equipment technology naval trials and fleet modernization context,yes,Page identifies Our Navy Today monthly newsletter plus Trident and Lookout publication paths
Canadian Army Journal,https://www.canada.ca/en/army/services/canadian-army-journal.html,official_report,Official Canadian Army Journal with land warfare articles doctrine technology commentary archives and subscribe link,Autonomous Patrol|Distributed Sensor Networks|Expeditionary Communications Resilience,Autonomy & Robotics|ISR & Sensing|Communications & Infrastructure,high,active,2026-05-02,Search latest volume and archives for land capability concepts technology modernization and operational lessons,yes,Page includes Subscribe link and archive paths
Canadian Military Journal Catalogue,https://publications.gc.ca/site/eng/9.507240/publication.html,official_report,Government of Canada catalogue record for Canadian Military Journal issues covering defence policy technology procurement doctrine and operations,All Mission Areas,All Domains,high,active,2026-05-02,Use catalogue issue list for public Canadian defence analysis and references supporting mission context,unknown,Catalogue inspected; no newsletter or RSS confirmed
Trident Newspaper,https://tridentnewspaper.com/,publication,CFB Halifax Trident newspaper covering Maritime Forces Atlantic RCN news ship programmes and regional defence stories,Arctic Domain Awareness|Underwater ISR|Northern Logistics And Sustainment Readiness,Maritime Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-02,Search news archive and e-edition archive for RCN fleet modernization shipbuilding Arctic and Atlantic defence ecosystem stories,yes,Site exposes RSS plus Facebook and Twitter links
Maple Leaf Navy Magazine,https://www.mapleleafnavy.com/,publication,Independent Canadian naval news publication focused on Royal Canadian Navy ships programmes and Canadian maritime defence updates,Arctic Domain Awareness|Underwater ISR|Northern Logistics And Sustainment Readiness,Maritime Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-02,Use as a naval discovery source then verify programme and company claims through official or company pages,unknown,Main page inspected by search result; no recurring feed confirmed
RUSI Vancouver Island Newsletter,https://rusiviccda.org/newsletter,publication,RUSI Vancouver Island quarterly newsletter with Canadian defence national security and military technology commentary,All Mission Areas,All Domains,moderate,active,2026-05-02,Search issues for Canadian air naval army and procurement commentary that can point to durable official sources,yes,Newsletter archive page with quarterly PDF issues
RUSI Nova Scotia Dispatches,https://rusi.ca/dispatches,publication,RUSI Nova Scotia Dispatches newsletter covering Canadian defence and security news with Atlantic and naval relevance,Arctic Domain Awareness|Underwater ISR|Northern Logistics And Sustainment Readiness,Maritime Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-02,Use Dispatches as an Atlantic defence digest and follow cited items to official pages or company releases,yes,Dispatches is a recurring newsletter page
Legion Magazine,https://legionmagazine.com/,publication,Canadian military history veterans and CAF affairs publication with e-newsletter and current defence-adjacent stories,All Mission Areas,All Domains,moderate,active,2026-05-02,Use cautiously for CAF context veterans policy and historical capability references; verify technology claims elsewhere,yes,Site promotes an e-newsletter for military history veterans and CAF stories
SpaceQ In Defence of Canada Briefing,https://spaceq.ca/in-defence-of-canada-briefing-issue-1,newsletter,SpaceQ defence-focused Canada briefing tracking defence industry procurement space security and Canadian space capabilities,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-02,Use briefing issues for Canadian space defence company trails procurement shifts and follow links to primary releases,yes,Briefing is described as a weekly Thursday newsletter
Source Canada Newsletter,https://www.sourcecan.ca/newsletter,newsletter,Source Canada newsletter covering Canadian defence and dual-use startup procurement and Defence Industrial Strategy implications,All Mission Areas,All Domains,moderate,active,2026-05-02,Use as a startup and dual-use defence ecosystem digest; follow cited companies and programmes to durable sources,yes,Newsletter archive page with Source Canada email publication
ACADA News,https://ac-ada.ca/news,association,Atlantic Canada Aerospace and Defence Association news archive with member news press releases and capability filters,All Mission Areas,All Domains,high,active,2026-05-02,Search member news and press release tags for Atlantic Canadian defence marine cyber space and training companies,unknown,News archive inspected; no newsletter or RSS confirmed
ACADA LinkedIn,https://ca.linkedin.com/company/ac-ada,linkedin_page,Official ACADA LinkedIn feed for Atlantic Canada aerospace defence marine cyber and space industry updates,All Mission Areas,All Domains,moderate,active,2026-05-02,Use posts for Atlantic Canadian defence company discovery MASS conference updates and member announcements,yes,LinkedIn page; recurring social feed for ACADA member and event updates
AIAC LinkedIn,https://ca.linkedin.com/company/aiac-news,linkedin_page,Official Aerospace Industries Association of Canada LinkedIn feed with Canadian aerospace and defence industrial strategy updates,Expeditionary Communications Resilience|Distributed Sensor Networks|Autonomous Patrol,Space Systems|ISR & Sensing|Autonomy & Robotics,moderate,active,2026-05-02,Use posts to discover Canadian aerospace defence companies policy submissions events and dual-use innovation signals,yes,LinkedIn page; recurring social feed
Aerial Evolution Association of Canada LinkedIn,https://ca.linkedin.com/company/aerial-evolution-association-of-canada,linkedin_page,Canadian uncrewed systems association LinkedIn page with Aerial Evolution News emails trade delegations and unmanned systems updates,Autonomous Patrol|Distributed Sensor Networks|Arctic Domain Awareness,Autonomy & Robotics|ISR & Sensing|Space Systems,moderate,active,2026-05-02,Use posts and association updates for Canadian drone RPAS AAM and autonomous systems company discovery,yes,LinkedIn page; search result notes Aerial Evolution News emails and social sharing
DEFSEC Atlantic,https://defsecatlantic.ca/,conference,Atlantic Canada defence security and aerospace exhibition site for exhibitors conference updates and regional supplier discovery,All Mission Areas,All Domains,moderate,active,2026-05-02,Use exhibitor floorplans show news and conference materials to identify Canadian defence suppliers then verify on company pages,unknown,Event site inspected; recurring feed not confirmed
DEFSEC Atlantic LinkedIn,https://ca.linkedin.com/company/defsec-atlantic,linkedin_page,DEFSEC Atlantic LinkedIn feed with Canadian defence security aerospace exhibitor and event updates,All Mission Areas,All Domains,moderate,active,2026-05-02,Use posts to discover exhibitors booth interviews Atlantic Canada companies and linked durable event material,yes,LinkedIn page; recurring event social feed
DEFSEC West,https://defsecwest.ca/,conference,Western Canada defence and security event site focused on connecting industry government and innovators,All Mission Areas,All Domains,moderate,active,2026-05-02,Use show manual exhibitors and event updates to identify Western Canadian defence companies and source trails,unknown,Event site inspected; recurring feed not confirmed
Vimy Forge LinkedIn,https://ca.linkedin.com/company/vimy-forge,linkedin_page,Vimy Forge LinkedIn page for Canadian defence tech accelerator updates and startup ecosystem signals,All Mission Areas,All Domains,moderate,active,2026-05-02,Use posts to discover accelerator cohorts Canadian defence SMEs compliance pathways and linked official sources,yes,LinkedIn page; recurring accelerator social feed
ONE9,https://www.one9.ca/,association,Canadian national security tech investment and innovation platform with commentary news and defence startup ecosystem signals,All Mission Areas,All Domains,moderate,active,2026-05-02,Use for Canadian defence security investment commentary startup discovery and links to portfolio or ecosystem sources,unknown,Homepage says follow for news updates press releases but no specific feed confirmed
Kraken Robotics Press Releases,https://www.krakenrobotics.com/press-releases,company_press_room,Canadian subsea robotics and maritime defence company press release archive with sonar AUV battery and defence order announcements,Underwater ISR|Autonomous Patrol|Arctic Domain Awareness,Maritime Systems|Autonomy & Robotics|ISR & Sensing,high,active,2026-05-02,Search recent releases for synthetic aperture sonar subsea batteries UUV programmes defence orders and allied maritime partnerships,unknown,Press archive inspected; no newsletter RSS or social feed confirmed on page
General Dynamics Mission Systems Canada,https://gdmissionsystems.ca/,company_press_room,Canadian defence and security systems company site with news features C5ISR ASW cyber land sea air and space capability pages,All Mission Areas,All Domains,high,active,2026-05-02,Search site articles and capability pages for Canadian Army C5ISR ASW Battle Lab DIGITALspine ENVOY and sovereign technology stories,unknown,Homepage has news links but recurring feed not confirmed
Cellula Robotics News,https://cellula.com/cellula-robotics-news,company_press_room,Canadian autonomous underwater vehicle company news archive with AUV press releases defence accelerator and subsea autonomy updates,Underwater ISR|Autonomous Patrol|Arctic Domain Awareness,Maritime Systems|Autonomy & Robotics|ISR & Sensing,high,active,2026-05-02,Search AUV and press release categories for Canadian subsea autonomy defence critical infrastructure and allied programme signals,unknown,News archive inspected; no newsletter RSS or social feed confirmed
OSI Maritime Systems,https://osimaritime.com/,company_press_room,Canadian naval navigation and tactical systems company homepage with latest OSI news contract and product updates,Underwater ISR|Arctic Domain Awareness|Expeditionary Communications Resilience,Maritime Systems|ISR & Sensing|Communications & Infrastructure,high,active,2026-05-02,Search latest OSI news for RCN River-class destroyer IBNS ECPINS WECDIS GNSS-denied navigation and allied navy contracts,unknown,Homepage exposes latest news but no recurring feed confirmed
MDA Space News Releases,https://mda.space/news,company_press_room,Canadian space and defence company news release page covering 49North C4ISR space security and defence programmes,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,high,active,2026-05-02,Search news releases for 49North C4ISR RCN ISTAR UAS space domain awareness MILSATCOM and Canadian defence contracts,unknown,News release page inspected; no newsletter RSS or social feed confirmed
L3Harris Canada Newsroom,https://www.l3harris.com/en-ca/newsroom,company_press_room,L3Harris Canada newsroom with Canadian defence aerospace ISR sustainment maritime and space-related updates,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,ISR & Sensing|Communications & Infrastructure|Space Systems,high,active,2026-05-02,Search Canadian newsroom for WESCAM MAS F-35 sustainment RCN ISTAR P-8 EOIR and Canadian supplier announcements,unknown,Newsroom inspected; no newsletter RSS or social feed confirmed
Volatus Aerospace Investor News,https://investor.volatusaerospace.com/news,company_press_room,Canadian uncrewed systems and aerial intelligence company investor news page with defence and NATO-aligned aerospace updates,Autonomous Patrol|Distributed Sensor Networks|Arctic Domain Awareness,Autonomy & Robotics|ISR & Sensing|Space Systems,moderate,active,2026-05-02,Search news for Mirabel drone manufacturing NATO defence contracts BVLOS ISR and Canadian-controlled aerospace defence updates,yes,Page has sign-up for updates plus LinkedIn Facebook Instagram and YouTube links
Calian News Media,https://resources.calian.com/news-media,company_press_room,Calian news media page for Canadian mission-critical defence space C5ISRT and infrastructure announcements,Cyber Mission Assurance For Remote Operations|Edge Data Processing|Expeditionary Communications Resilience,Cyber & Data|Communications & Infrastructure|Space Systems,high,active,2026-05-02,Search news releases for Calian VENTURES C5ISRT defence training space and Canadian sovereign capability partnerships,unknown,Page loaded as news media entry but recurring feed not confirmed
Roshel,https://roshel.com/,company_press_room,Canadian armoured vehicle manufacturer site for Senator vehicles Arctic mobility counter-UAS and Canadian defence industrial base updates,Northern Logistics And Sustainment Readiness|Autonomous Patrol,Logistics & Sustainment|Autonomy & Robotics,high,active,2026-05-02,Search news and site pages for Senator vehicles Ukraine support Arctic mobility ballistic steel and Canadian production updates,unknown,Company site selected as durable source; recurring feed not confirmed
Skies Press Releases,https://skiesmag.com/press-releases,publication,Canadian aviation aerospace and defence press release archive with DND RCAF RPAS supplier and aerospace industry announcements,Expeditionary Communications Resilience|Autonomous Patrol|Arctic Domain Awareness,Space Systems|Autonomy & Robotics|ISR & Sensing,moderate,active,2026-05-02,Search press releases for Canadian aerospace defence companies RCAF procurement RPAS ISR and supplier announcements,yes,Page links subscribe today's newsletter podcast YouTube and related MHM publication feeds
Vertical Magazine,https://verticalmag.com/,publication,Canadian rotorcraft and vertical-lift publication with press releases military UAV and defence-adjacent aviation coverage,Autonomous Patrol|Northern Logistics And Sustainment Readiness|Arctic Domain Awareness,Autonomy & Robotics|Logistics & Sustainment|ISR & Sensing,moderate,active,2026-05-02,Search press releases and military topics for Canadian rotary-wing uncrewed aircraft and vertical-lift technology trails,unknown,Main page blocked by browser challenge during inspection; feed availability needs follow-up
Helicopters Magazine,https://www.helicoptersmagazine.com/,publication,Canadian helicopter publication covering military rotary-wing aviation UAVs procurements SAR and aerospace industry news,Northern Logistics And Sustainment Readiness|Autonomous Patrol|Arctic Domain Awareness,Logistics & Sustainment|Autonomy & Robotics|ISR & Sensing,moderate,active,2026-05-02,Search military MRO procurement UAV and SAR topics for Canadian helicopter and aerospace supplier leads,unknown,Site inspected; topic pages visible but no recurring feed confirmed
Deep Trekker Defence ROVs,https://www.deeptrekker.com/industries/defense,company_press_room,First-party defence page for portable underwater ROV reconnaissance inspection and diver-support capability,Underwater ISR|Autonomous Patrol,Maritime Systems|ISR & Sensing|Autonomy & Robotics,high,active,2026-07-15,Follow named ROV models and public defence deployments for product-level evidence,unknown,Canadian company source lead
Voyis Observer Imaging Systems,https://voyis.com/observer-imaging-systems,company_press_room,First-party product page for underwater imaging payloads cameras lighting and laser-scanner integration,Underwater ISR,Maritime Systems|ISR & Sensing,high,active,2026-07-15,Follow named Observer models and public security or infrastructure deployments,unknown,Canadian company source lead
RBR Realtime Sensors,https://rbr-global.com/products/sensors,company_press_room,First-party catalogue for Canadian oceanographic sensors spanning depth salinity temperature gases and polar deployments,Underwater ISR|Arctic Domain Awareness,Maritime Systems|ISR & Sensing,high,active,2026-07-15,Follow instrument pages and uncrewed or defence integration evidence,unknown,Canadian company source lead
ISE Explorer AUV,https://ise.bc.ca/product/explorer,company_press_room,First-party product page for the Canadian long-range Explorer autonomous underwater vehicle and under-ice missions,Underwater ISR|Arctic Domain Awareness|Autonomous Patrol,Maritime Systems|ISR & Sensing|Autonomy & Robotics,high,active,2026-07-15,Follow current configurations payloads commercial status and recent programme evidence,unknown,Canadian company source lead
Ocean Sonics icListen,https://oceansonics.com/,company_press_room,First-party source for Canadian smart hydrophones acoustic arrays onboard processing and real-time underwater monitoring,Underwater ISR|Arctic Domain Awareness|Distributed Sensor Networks,Maritime Systems|ISR & Sensing|Cyber & Data,high,active,2026-07-15,Follow product specifications and public defence or maritime-security deployments,unknown,Canadian company source lead
SEAMOR Marine ROVs,https://seamor.com/,company_press_room,First-party catalogue for Canadian inspection-class remotely operated underwater vehicles,Underwater ISR|Autonomous Patrol,Maritime Systems|ISR & Sensing|Autonomy & Robotics,high,active,2026-07-15,Follow named ROV products and public defence security or critical-infrastructure applications,unknown,Canadian company source lead
SubC Imaging Systems,https://www.subcimaging.com/home,company_press_room,First-party source for Canadian subsea cameras lighting lasers DVR and remote inspection systems,Underwater ISR,Maritime Systems|ISR & Sensing|Cyber & Data,high,active,2026-07-15,Follow one integrated product and public mission-specific deployments,unknown,Canadian company source lead
Nautel Sonar,https://nautelsonar.com/,company_press_room,First-party source for Canadian naval sonar products wet-end subsystems and underwater-warfare programme support,Underwater ISR,Maritime Systems|ISR & Sensing,high,active,2026-07-15,Follow named systems and corroborating RCN or allied programme pages,unknown,Canadian company source lead
JASCO Defence And Security,https://www.jasco.com/defence,company_press_room,First-party defence page for underwater acoustic systems analysis arrays software and Canadian naval upgrade work,Underwater ISR|Arctic Domain Awareness|Distributed Sensor Networks,Maritime Systems|ISR & Sensing|Cyber & Data,high,active,2026-07-15,Follow named products and corroborate programme claims through government or prime sources,unknown,Canadian company source lead
Xeos XMA-11K Beacon,https://xeostech.com/sites/default/files/2025-02/XMA-11K%20Brochure.pdf,company_press_room,First-party brochure for a Canadian eleven-thousand-metre submersible asset-recovery beacon,Underwater ISR|Northern Logistics And Sustainment Readiness,Maritime Systems|Communications & Infrastructure,high,active,2026-07-15,Assess whether this belongs in mission coverage or only underwater support and recovery,unknown,Canadian company source lead
AML Oceanographic,https://amloceanographic.ca/,company_press_room,First-party source for Canadian oceanographic sensors profilers and moving-vessel measurement systems,Underwater ISR|Arctic Domain Awareness,Maritime Systems|ISR & Sensing,high,active,2026-07-15,Follow named products and hydrographic or sonar-support deployments,unknown,Canadian company source lead
Sensor Technology Ltd,https://sensortechcanada.com/,company_press_room,First-party source for Canadian piezoelectric acoustic sensors hydrophones and defence-prime underwater systems,Underwater ISR|Distributed Sensor Networks,Maritime Systems|ISR & Sensing,high,active,2026-07-15,Follow named acoustic systems public specifications and programme evidence,unknown,Canadian company source lead
QinetiQ Canada,https://www.qinetiq.com/en-ca/what-we-do,company_press_room,Canadian entry point for test and evaluation target systems C4ISR cyber space and mission-rehearsal capabilities,Autonomous Patrol|Distributed Sensor Networks|Cyber Mission Assurance For Remote Operations,ISR & Sensing|Autonomy & Robotics|Cyber & Data,high,active,2026-07-17,Monitor Canadian capability and news pages for named products contracts and live-training evidence,unknown,Public beta expansion source cluster
Wyvern Resources,https://www.wyvern.space/resources,company_press_room,First-party news insight and documentation hub for Canadian hyperspectral Earth-observation imagery and security applications,Arctic Domain Awareness|Distributed Sensor Networks|Edge Data Processing,ISR & Sensing|Cyber & Data,high,active,2026-07-17,Follow product specifications constellation updates and durable maritime or northern monitoring examples,unknown,Public beta expansion source cluster
MANNARINO Systems And Software,https://www.mss.ca/,company_press_room,First-party source for Canadian safety-critical airborne software hardware systems engineering certification and M-RTOS,Edge Data Processing|Northern Logistics And Sustainment Readiness,Cyber & Data|Communications & Infrastructure,high,active,2026-07-17,Follow product service accreditation and Canadian aerospace programme evidence,unknown,Public beta expansion source cluster
Bell Canada Operations,https://www.bellflight.com/global/canada,company_press_room,First-party Canadian rotorcraft manufacturing engineering testing delivery and sustainment overview,Arctic Domain Awareness|Northern Logistics And Sustainment Readiness,Communications & Infrastructure,high,active,2026-07-17,Follow Canadian platform programme sustainment and Mirabel capability updates,unknown,Public beta expansion source cluster
Kognitiv Spark,https://www.kognitivspark.com/resources,company_press_room,First-party resource hub for secure mixed-reality remote support in defence marine energy and industrial settings,Edge Data Processing|Expeditionary Communications Resilience,Cyber & Data|Communications & Infrastructure,high,active,2026-07-17,Follow durable defence deployments security documentation and low-bandwidth operating evidence,unknown,Public beta expansion source cluster
Beauceron Security,https://www.beauceronsecurity.com/blog,company_press_room,First-party source for Canadian human-centric cyber-risk awareness and behaviour-change platform updates,Cyber Mission Assurance For Remote Operations,Cyber & Data,high,active,2026-07-17,Follow current product documentation government use and mission-assurance evidence,unknown,Public beta expansion source cluster
SSi Canada News,https://www.ssicanada.com/category/pr/,company_press_room,First-party release archive for remote-area satellite broadband and mobile networks across northern Canada,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,Cyber & Data|Communications & Infrastructure,high,active,2026-07-17,Follow resilient network deployments Indigenous partnerships and Nunavut service changes,unknown,Public beta expansion source cluster
StandardAero Government And Military,https://standardaero.com/markets/governmentmilitary/,company_press_room,First-party capability hub for military aircraft propulsion maintenance repair overhaul engineering and fleet support,Northern Logistics And Sustainment Readiness,Communications & Infrastructure,high,active,2026-07-17,Follow Canadian facility capabilities contracts and platform-specific sustainment evidence,unknown,Public beta expansion source cluster
NordSpace,https://nordspace.com/,company_press_room,First-party source for Canadian launch vehicles propulsion satellite systems spaceport infrastructure and SHARP defence research platforms,Arctic Domain Awareness|Autonomous Patrol|Edge Data Processing,ISR & Sensing|Autonomy & Robotics|Cyber & Data,high,active,2026-07-17,Separate demonstrated milestones from announced readiness and follow official test or award updates,unknown,Public beta expansion source cluster
MDS Aero Support,https://mdsaero.com/news-events/,company_press_room,First-party news source for Canadian gas-turbine test facilities environmental simulation data acquisition and global support,Edge Data Processing|Northern Logistics And Sustainment Readiness,ISR & Sensing|Cyber & Data|Communications & Infrastructure,high,active,2026-07-17,Follow named product deployments and Canadian aerospace test-infrastructure evidence,unknown,Public beta expansion source cluster
